№ п/п,Номенклатура,,,,Персональный номер,Причина претензии,Описание дефекта,Поставщик,Ответственность за брак,Переместить на склад,Док перемещения,Склад обнаружения,Претензия,Номер отправления,,,
"284,0","45 Тумба ""Mono 45"" (ум. Уют 45)",,,,мп6574,"Бой ОЗОН, Яндекс","2.3 | мебель - бой - угла,1.6 | многочисленные сколы",Росток-Мебель,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,0104597337-0018,1,"2.3 | мебель - бой - угла,1.6 | многочисленные сколы","2206,3"
Акт о браке 000022323 от 16.01.2026 15:53:04,,,,,,,,,,,,,,,"2,0","2.3 | мебель - бой - угла,2.5 | мебель - бой - планки,7.1 | раковина - чаша - бой","5458,6"
"285,0","60 Подвесная тумба ""Leader 60"" (ум. Фостер 60)",,,,мп6573,"Бой ОЗОН, Яндекс","2.3 | мебель - бой - угла,2.5 | мебель - бой - планки",Росток-Мебель,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,71046483-0023,1,"2.3 | мебель - бой - угла,2.5 | мебель - бой - планки","2656,1"
"286,0","60 Умывальник ""Фостер 600""",,,,мп6572,"Бой ОЗОН, Яндекс",7.1 | раковина - чаша - бой,Кировская керамика АО,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,71046483-0023,1,7.1 | раковина - чаша - бой,"2802,5"
Акт о браке 000022324 от 16.01.2026 15:54:58,,,,,,,,,,,,,,,"1,0","2.1 | мебель - бой - боковой стенки,2.5 | мебель - бой - планки","5891,1"
"287,0","70 Подвесная тумба ""Leia 70"" (ум. Гремми 70, Фостер 70, Como 70)",,,,мп6571,"Бой ОЗОН, Яндекс","2.1 | мебель - бой - боковой стенки,2.5 | мебель - бой - планки",Росток-Мебель,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,64983140-1958,1,"2.1 | мебель - бой - боковой стенки,2.5 | мебель - бой - планки","5891,1"
Акт о браке 000022325 от 16.01.2026 15:56:00,,,,,,,,,,,,,,,"1,0","2.1 | мебель - бой - боковой стенки,2.3 | мебель - бой - угла","7314,6"
"288,0","80 Тумба ""Catherine 80 №2""  (ум. Фостер 800П/800/COMO 80) белый камень",,,,мп6582,"Бой ОЗОН, Яндекс","2.1 | мебель - бой - боковой стенки,2.3 | мебель - бой - угла",Росток-Мебель,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,61108851-0169,1,"2.1 | мебель - бой - боковой стенки,2.3 | мебель - бой - угла","7314,6"
Акт о браке 000022326 от 16.01.2026 16:00:22,,,,,,,,,,,,,,,"1,0",6.20 | унитаз - чаша - бой,"6492,9"
"289,0","Унитаз-моноблок 5003 безободковый, сиденье тонкое ДП, арматура (с гофрой и подводкой)",,,,мп6580,"Бой ОЗОН, Яндекс",6.20 | унитаз - чаша - бой,Китай - Хангпай,Клиент,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,23454484-0411,1,6.20 | унитаз - чаша - бой,"6492,9"
Акт о браке 000022327 от 16.01.2026 16:01:45,,,,,,,,,,,,,,,"1,0",9.1 | сиденье - бой,"1035,3"
"290,0","Сиденье ДП с доводчиком для унитаза SM9608, SM9615, SM9615 МРАМОР, SM9616 (подходит к K633, K633B, K634, K634B)",,,,мп6570,"Бой ОЗОН, Яндекс",9.1 | сиденье - бой,Китай - Смув,Клиент,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,52722300355,1,9.1 | сиденье - бой,"1035,3"
Акт о браке 000022328 от 16.01.2026 16:04:08,,,,,,,,,,,,,,,"1,0",5.1 | зеркало - разбито,"3499,7"
"291,0","75 Зеркало-шкаф ""НИКА-75""",,,,мп6579,"Бой ОЗОН, Яндекс",5.1 | зеркало - разбито,Росток-Мебель,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000015 от 12.02.2026 8:39:37,Склад РВП ОСНОВНОЙ,,52360844675,1,5.1 | зеркало - разбито,"3499,7"
Акт о браке 000022329 от 19.01.2026 13:26:26,,,,,,,,,,,,,,,"2,0","2.3 | мебель - бой - угла,1.6 | многочисленные сколы,7.1 | раковина - чаша - бой","3716,9"
"292,0",55 Тумба «Мидея 55» (ум. ум.Уют 55)(в разборе),,,,мп6583,"Бой ОЗОН, Яндекс","2.3 | мебель - бой - угла,1.6 | многочисленные сколы",Овчинникова Марина Николаевна ИП (FSC),Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,0151953239-0027,1,"2.3 | мебель - бой - угла,1.6 | многочисленные сколы","1824,9"
"293,0","55 Умывальник ""Уют 550""",,,,мп6584,"Бой ОЗОН, Яндекс",7.1 | раковина - чаша - бой,Кировская керамика АО,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,0151953239-0027,1,7.1 | раковина - чаша - бой,"1892,0"
Акт о браке 000022330 от 19.01.2026 13:44:27,,,,,,,,,,,,,,,"1,0",9.1 | сиденье - бой,"849,7"
"294,0",Сиденье ДП с доводчиком для унитаза A2802 (подходит к SM9004A),,,,мп6587,"Бой ОЗОН, Яндекс",9.1 | сиденье - бой,Китай - Хангпай,Клиент,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,44686500-0085,1,9.1 | сиденье - бой,"849,7"
Акт о браке 000022331 от 19.01.2026 13:56:42,,,,,,,,,,,,,,,"1,0","2.3 | мебель - бой - угла,2.2 | мебель - бой - задней стенки","7330,0"
"295,0","35 Пенал-шкаф ""Olsen 35""",,,,мп6588,"Бой ОЗОН, Яндекс","2.3 | мебель - бой - угла,2.2 | мебель - бой - задней стенки",Росток-Мебель,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,06478635-0088,1,"2.3 | мебель - бой - угла,2.2 | мебель - бой - задней стенки","7330,0"
Акт о браке 000022332 от 19.01.2026 13:59:59,,,,,,,,,,,,,,,"2,0","7.1 | раковина - чаша - бой,2.3 | мебель - бой - угла,1.6 | многочисленные сколы","3716,9"
"296,0","55 Умывальник ""Уют 550""",,,,мп6585,"Бой ОЗОН, Яндекс",7.1 | раковина - чаша - бой,Кировская керамика АО,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,0161480021-0083,1,7.1 | раковина - чаша - бой,"1892,0"
"297,0",55 Тумба «Мидея 55» (ум. ум.Уют 55)(в разборе),,,,мп6586,"Бой ОЗОН, Яндекс","2.3 | мебель - бой - угла,1.6 | многочисленные сколы",Овчинникова Марина Николаевна ИП (FSC),Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,0161480021-0083,1,"2.3 | мебель - бой - угла,1.6 | многочисленные сколы","1824,9"
Акт о браке 000022367 от 20.01.2026 14:52:52,,,,,,,,,,,,,,,"1,0",5.1 | зеркало - разбито,"3845,0"
"298,0","55 Зеркало-шкаф ""Hunter 55"" универсальное",,,,мп6589,"Бой ОЗОН, Яндекс",5.1 | зеркало - разбито,Овчинникова Марина Николаевна ИП (FSC),Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,30263398-0110,1,5.1 | зеркало - разбито,"3845,0"
Акт о браке 000022369 от 20.01.2026 14:57:48,,,,,,,,,,,,,,,"1,0",,"1824,9"
"299,0",55 Тумба «Мидея 55» (ум. ум.Уют 55)(в разборе),,,,мп6592,"Бой ОЗОН, Яндекс","1.6 | многочисленные сколы,2.3 | мебель - бой - угла",Овчинникова Марина Николаевна ИП (FSC),Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад для маркетплейсов,,0140331980-0102,1,,"1824,9"
Акт о браке 000022370 от 20.01.2026 15:00:34,,,,,,,,,,,,,,,"2,0","2.3 | мебель - бой - угла,2.5 | мебель - бой - планки,7.1 | раковина - чаша - бой","5482,9"
"300,0","60 Подвесная тумба ""Leader 60"" (ум. Фостер 60)",,,,мп6590,"Бой ОЗОН, Яндекс","2.3 | мебель - бой - угла,",Ротачев С.А.,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,47299938-0493,1,"2.3 | мебель - бой - угла,2.5 | мебель - бой - планки","2656,1"
"301,0","60 Умывальник ""Фостер 600""",,,,мп6591,"Бой ОЗОН, Яндекс",7.1 | раковина - чаша - бой,Кировская керамика АО,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,47299938-0493,1,7.1 | раковина - чаша - бой,"2826,9"
Акт о браке 000022371 от 20.01.2026 15:05:11,,,,,,,,,,,,,,,"2,0","7.1 | раковина - чаша - бой,1.6 | многочисленные сколы,2.3 | мебель - бой - угла","3716,9"
"302,0","55 Умывальник ""Уют 550""",,,,мп6595,"Бой ОЗОН, Яндекс",7.1 | раковина - чаша - бой,Кировская керамика АО,Поставщик,ДО (МП) выяснения Уценка+Списание,Списание недостач товаров ГФУТ-000003 от 26.01.2026 13:26:23,Склад РВП ОСНОВНОЙ,,49883076-0386,1,7.1 | раковина - чаша - бой,"1892,0"
